layout,M,Emax,K,seed,coord,replan,divert,q,belief,tau,planner,L,Th,J,n_diverts,J_age,J_event,n_replans,n_never,share_never,n_reach_inf,K_reach_i,K_commute_i,r_max,r_c,rmax_over_rc,regime_bnd,P_bar,dup_frac,trunc_frac,empty_frac,T_s_over_t_c,mean_n,catch_rate,T_rev,n_sorties,secs
paper,100,1500000.0,7,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2579704.1930496595,0,2314330.3641324625,265373.8289171967,0,14,0.842323616380868,17,4.704263543576533,6.8111179194982965,8169.591647266075,2920.9662773239033,2.796879823874857,2.0105507921487686,306.3638710537511,0.0,0.0,0.0,1.1631851110133613,5.886699507389163,0.7732300884955752,1375.4428350429755,406,45.414939165115356
paper,100,1500000.0,6,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1092367.8152002378,0,912025.4018966703,180342.41330356745,0,5,0.5317731218948014,7,4.539162858794823,9.892482034293383,8478.86425558954,2012.083849673984,4.213971627953458,2.0095954833942775,305.78491202703725,0.0,0.0025380710659898475,0.0,1.3656483191070694,9.301694915254238,0.8230184581976113,1201.978240592765,295,45.58153772354126
paper,100,1500000.0,3,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,965677.4756790082,0,615604.2715311351,350073.20414787316,0,0,0.0,0,5.054127002413989,11.93356245668825,7580.990936890765,1663.2606720132117,4.557909090530427,2.015252934440429,309.2215562669705,0.0,0.0297029702970297,0.0,2.687974876142072,21.613333333333333,0.6894343649946638,2062.636771561696,75,34.11530637741089
paper,100,1500000.0,8,1,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4670835.175748698,0,4111540.2931594,559294.8825892985,0,28,0.9464396176637409,34,4.704263543576533,7.093195423162789,8169.591647266075,2807.5946581540707,2.90981877442287,2.008554677475302,305.1547612371929,0.0,0.0,0.0,1.0146524981619873,4.839015151515151,0.6847946725860156,1279.3873911715061,528,58.70077919960022
paper,100,1500000.0,2,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1717412.4355009357,0,988437.3236583506,728975.111842585,0,0,0.0,0,4.769804670462605,22.132052635066945,8052.7543083059945,893.9296028574402,9.008264501550702,2.021785034744095,313.2133971680976,0.0,0.08695652173913043,0.0,3.9927497168812027,31.529411764705884,0.6187563710499491,3105.5175920771985,34,25.557671785354614
paper,100,1500000.0,4,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,698978.4623895994,0,470668.53585314256,228309.92653645683,0,0,0.0,0,5.054127002413989,11.662775680189046,7580.990936890765,1704.5209225297106,4.447578693043954,2.01212859185624,307.3212859358686,0.0,0.011299435028248588,0.0,2.0335871236548937,16.015037593984964,0.7464940668824164,1558.9182125202817,133,44.0492582321167
paper,100,1500000.0,5,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,652417.1374475786,0,438936.06867534603,213481.0687722326,0,0,0.0,0,5.054127002413989,10.294368733332139,7580.990936890765,1932.4901643058415,3.922913077083571,2.0106800968065137,306.44227742424727,0.0,0.0,0.0,1.6333288584085426,11.64390243902439,0.7766990291262136,1373.039722075389,205,52.92908239364624
paper,100,1500000.0,3,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1112977.9018087646,0,677563.7995214043,435414.1022873603,0,0,0.0,0,4.769804670462605,16.315227643900986,8052.7543083059945,1216.4203039706254,6.620042662902193,2.015501811960209,309.3731790283401,0.0,0.03,0.0,2.698860393476829,21.135135135135137,0.7203302373581011,2134.055241698523,74,36.91688942909241
paper,100,1500000.0,7,2,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2598156.8509323443,0,2286261.253187659,311895.5977446855,0,14,0.8766442966048321,16,4.539162858794823,10.437678057008663,8478.86425558954,1908.5271007088206,4.442621879689588,2.0079725102503367,304.80257442610935,0.0,0.0,0.0,1.1667333609520203,8.148883374689825,0.8223684210526315,1000.6888584399738,403,66.81308650970459
paper,100,1500000.0,6,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1926417.7392404405,0,1625544.7675183527,300872.9717220879,0,8,0.7658338077832917,9,5.054127002413989,9.590232591741623,7580.990936890765,2076.091471944244,3.6515688443107104,2.009020492198263,305.4367061028074,0.0,0.0,0.0,1.3566192390916563,9.053872053872054,0.7705442902881536,1226.5782710781507,297,58.719754695892334
paper,100,1500000.0,2,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1662624.628258274,0,954219.4131957154,708405.2150625585,0,0,0.0,0,4.716895252054816,10.529609267795545,8146.821061143593,1877.972884093109,4.338093020484569,2.022825493586284,313.8515970990075,0.0,0.043478260869565216,0.0,3.9708541770977392,28.852941176470587,0.5863539445628998,3356.502733869454,34,24.744715452194214
paper,100,1500000.0,4,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,814867.1829069988,0,529248.1304378421,285619.0524691567,0,0,0.0,0,4.769804670462605,13.007503152284945,8052.7543083059945,1528.1665238798828,5.269552880834444,2.012312244268531,307.4328239687969,0.0,0.005681818181818182,0.0,2.035624655718328,15.465648854961833,0.7913223140495868,1613.3803563318995,131,47.11764335632324
paper,100,1500000.0,5,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,871131.8280057907,0,618611.992464183,252519.83554160767,0,1,0.1753299238109803,2,4.769804670462605,11.577770984242205,8052.7543083059945,1718.2043972636789,4.686726632250728,2.010759876139111,306.4906581638252,0.0,0.0036363636363636364,0.0,1.6373190766806036,11.37864077669903,0.7925696594427245,1411.5326625310715,206,52.7916533946991
paper,100,1500000.0,7,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2694875.3636233024,0,2366299.526427169,328575.837196134,0,13,0.8668910904303765,17,5.054127002413989,8.836714885995171,7580.990936890765,2253.7925991428765,3.363659522075739,2.0084230641523506,305.0751228943249,0.0,0.003703703703703704,0.0,1.1673073399449039,7.271604938271605,0.7688984881209503,1120.9934904822483,405,67.49400186538696
paper,100,1500000.0,3,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,986739.8675311903,0,624134.0313341126,362605.8361970776,0,0,0.0,0,4.716895252054816,10.62558965972031,8146.821061143593,1867.0916371220496,4.36337504767638,2.016235779630314,309.8205479402496,0.0,0.019801980198019802,0.0,2.6928371434959444,20.426666666666666,0.7121374865735768,2178.71569783739,75,35.209394216537476
paper,100,1500000.0,6,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1717646.1602014375,0,1453587.4666802555,264058.69352118194,0,6,0.6780731084468233,7,4.769804670462605,10.070731428998812,8052.7543083059945,1976.5767936270686,4.0740912947424555,2.0094873890511997,305.7194365960225,0.0,0.005050505050505051,0.0,1.3602249809501032,8.847972972972974,0.8185567010309278,1255.0207826465385,296,58.20675325393677
paper,100,1500000.0,8,3,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4163169.424632762,0,3681053.28498406,482116.13964870153,0,22,0.9446513378404796,27,5.054127002413989,9.0951699510496,7580.990936890765,2191.011916262053,3.4600409430105765,2.007263710966325,304.37405502889555,0.0,0.0014144271570014145,0.0,1.01520168044359,6.512241054613936,0.752979414951246,949.9628398626079,531,82.67207765579224
paper,100,1500000.0,4,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,743774.9203262085,0,507676.8377196882,236098.0826065202,0,0,0.0,0,4.716895252054816,9.106518209739125,8146.821061143593,2181.6397477200876,3.734265049789907,2.013374637348086,308.07844668610966,0.0,0.005649717514124294,0.0,2.032032450172231,14.323308270676693,0.7577706323687031,1743.2571847845015,133,42.3412299156189
paper,100,1500000.0,7,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2685013.338109353,0,2328046.4762994577,356966.8618098953,0,12,0.8114194118173436,18,4.769804670462605,8.990217847612495,8052.7543083059945,2214.915683092365,3.6356933899457085,2.008780933362869,305.2916914549384,0.0,0.0,0.0,1.1759575900054131,6.5739348370927315,0.7885416666666667,1252.2359754514073,399,61.852132081985474
paper,100,1500000.0,2,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1575168.7448858994,0,945926.4401213734,629242.304764526,0,0,0.0,0,4.756459715300161,9.481805963306986,8076.28272445257,2084.634128367309,3.874196730520734,2.0236671608464443,314.36833685862587,0.0,0.06521739130434782,0.0,3.984105698278284,29.794117647058822,0.5866807610993657,3261.9933836964624,34,24.49490261077881
paper,100,1500000.0,5,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,818108.3098688404,0,615189.2477337983,202919.0621350421,0,3,0.23956360129699852,3,4.716895252054816,8.044967295008565,8146.821061143593,2471.2657752945775,3.296618737890498,2.0119456921981818,307.2102251875372,0.0,0.0,0.0,1.6251518628267267,10.33495145631068,0.7677419354838709,1545.3744307193697,206,48.353681325912476
paper,100,1500000.0,3,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1071810.5917098778,0,652565.5615409953,419245.03016888245,0,0,0.0,0,4.756459715300161,8.62398658531983,8076.28272445257,2299.084538862361,3.5128254694144028,2.017423048312514,310.54489777125855,0.0,0.019801980198019802,0.0,2.6947307751922165,19.783783783783782,0.6892177589852009,2243.6915911796677,74,34.26379346847534
paper,100,1500000.0,6,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1386192.9725992149,0,1103682.3018125996,282510.67078661517,0,7,0.5551203808931257,9,4.716895252054816,7.221973867694065,8146.821061143593,2753.689634824196,2.958510994890574,2.011356664560342,306.8526908851862,0.0,0.005063291139240506,0.0,1.365993163667502,7.532203389830508,0.7464940668824164,1479.9243287169008,295,51.81081509590149
paper,100,1500000.0,8,4,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,5428122.178150659,0,4803276.578340483,624845.5998101761,0,27,0.9571404534974821,28,4.769804670462605,9.79313227690048,8052.7543083059945,2035.6590019350742,3.9558463871656,2.006473095231121,303.8964274272339,0.0,0.00141643059490085,0.0,1.0160414726855163,6.207939508506616,0.7253886010362695,996.9933351047457,529,81.72392249107361
paper,100,1500000.0,2,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1619797.824462208,0,917435.3913630797,702362.4330991283,0,0,0.0,0,5.218509503934779,14.026204534842181,7331.690553245741,1409.3931815415478,5.202019315310281,2.0234275441487206,314.22118143668433,0.0,0.06521739130434782,0.0,3.9966458422217386,31.176470588235293,0.6092783505154639,3122.305305079411,34,23.44057583808899
paper,100,1500000.0,7,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3310938.568390752,0,2802546.9739909074,508391.59439984465,0,19,0.8696734072325676,22,4.716895252054816,6.982599261847827,8146.821061143593,2850.140254879483,2.858393037744761,2.009910139321154,305.97554685110174,0.0,0.0,0.0,1.166974240893919,5.752475247524752,0.7044967880085653,1419.4501638510476,404,60.30239534378052
paper,100,1500000.0,4,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,745620.6138832616,0,497720.2253754861,247900.38850777555,0,0,0.0,0,4.756459715300161,8.674918490524615,8076.28272445257,2289.532801189029,3.5274806808875123,2.0139455222984104,308.42565665669895,0.0,0.0,0.0,2.0267070435710237,14.76865671641791,0.7662061636556854,1676.3741136529893,134,40.98685812950134
paper,100,1500000.0,5,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,838641.6576204376,0,656382.3574873464,182259.3001330911,0,1,0.2939438739491833,1,4.756459715300161,8.110172234033739,8076.28272445257,2450.912004091714,3.2952152957631653,2.012343869869202,307.4520332585255,0.0,0.0036231884057971015,0.0,1.6230505336179109,10.87378640776699,0.787257019438445,1465.9491218466826,206,46.92493724822998
paper,100,1500000.0,8,5,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,5616397.661193061,0,4827756.087272924,788641.5739201355,0,34,0.958224165838149,39,4.716895252054816,7.246891270688086,8146.821061143593,2748.8568464099217,2.963712378032182,2.0079649257363466,304.79798745440377,0.0,0.0,0.0,1.0190504474630628,4.879017013232514,0.5954692556634305,1272.3202604005953,529,70.56037855148315
paper,100,1500000.0,3,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,967878.9704285638,0,613599.4873499856,354279.48307857814,0,0,0.0,0,5.218509503934779,13.126615735086384,7331.690553245741,1511.1522504631962,4.851721956539086,2.0165035785839436,309.9838575821892,0.0,0.0196078431372549,0.0,2.6824792430298348,21.413333333333334,0.7251828631138976,2048.472790008263,75,36.325265645980835
paper,100,1500000.0,6,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1008638.1517105966,0,797749.8137148181,210888.33799577857,0,3,0.36617289590903096,3,4.756459715300161,7.01220416631457,8076.28272445257,2834.917656894338,2.8488597207793913,2.012171483968257,307.3473338875512,0.0,0.0025252525252525255,0.0,1.3609640793489441,7.469594594594595,0.7741585233441911,1493.5102256077407,296,52.24850344657898
paper,100,1500000.0,7,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3439713.3217971344,0,3006565.7735102684,433147.548286866,0,19,0.8683160297014301,22,4.756459715300161,6.720082447921308,8076.28272445257,2959.9550511443686,2.7285153270588154,2.010945376011719,306.6031659838428,0.0,0.0,0.0037105751391465678,1.1619891307177144,5.533333333333333,0.7068965517241379,1461.1115235892648,405,57.60010075569153
paper,100,1500000.0,2,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1611155.8921523998,0,929084.0014801151,682071.8906722848,0,0,0.0,0,4.788543228013972,21.486816467231534,8019.937817272908,920.7353279955344,8.71036178739066,2.0218694490402025,313.2651512645181,0.0,0.043478260869565216,0.0,3.9674269608547172,29.852941176470587,0.6257242178447276,3233.633938034188,34,24.994954109191895
paper,100,1500000.0,4,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,691606.3946483008,0,469146.1044380427,222460.2902102581,0,0,0.0,0,5.218509503934779,11.647278382492225,7331.690553245741,1705.8292705123176,4.298021308453564,2.0132605027046893,308.0090539024079,0.0,0.01694915254237288,0.0,2.031568307425509,16.12878787878788,0.7613516367476241,1547.3571232714478,132,46.23094129562378
paper,100,1500000.0,8,6,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,6539764.110136337,0,5761085.21022319,778678.8999131464,0,36,0.9703035823092431,41,4.756459715300161,7.483926966037574,8076.28272445257,2662.12622132888,3.0337715243348047,2.0077138156885193,304.64614029885456,0.0,0.0,0.0,1.0133509442075606,5.107344632768362,0.6053763440860215,1208.9647454816084,531,72.50031113624573
paper,100,1500000.0,5,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,622035.7702235086,0,432699.2578767421,189336.51234676654,0,0,0.0,0,5.218509503934779,10.802260943399466,7331.690553245741,1840.923397209027,3.982615770086422,2.011451706129338,306.9103661495849,0.0,0.0036101083032490976,0.0,1.6270202371745142,11.719806763285025,0.8008429926238145,1361.7576748538986,207,52.79831027984619
paper,100,1500000.0,3,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,890831.3218095799,0,579338.7969340725,311492.5248755074,0,0,0.0,0,4.788543228013972,20.333899157137466,8019.937817272908,976.1856464004275,8.215586704071617,2.015147816508506,309.1575268085962,0.0,0.0297029702970297,0.0,2.6875826269426706,21.95945945945946,0.7604651162790698,2012.7756583701846,74,37.37185049057007
paper,100,1500000.0,2,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1706366.216718704,0,999612.0173077534,706754.1994109506,0,0,0.0,0,4.740333835912077,9.687426459332048,8104.8909320055,2041.691555269164,3.9696941054041837,2.022373846013701,313.5744843038541,0.0,0.043478260869565216,0.0,3.995067748450621,27.970588235294116,0.6158068057080132,3474.32089952248,34,22.51286554336548
paper,100,1500000.0,6,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1012353.9537140552,0,816331.496645059,196022.45706899615,0,4,0.4193767393865004,5,5.218509503934779,8.368361414758821,7331.690553245741,2376.8357036680745,3.0846433945480705,2.0110385714330334,306.6596978776046,0.0,0.002531645569620253,0.0,1.3644583844187284,8.14864864864865,0.7928118393234672,1368.9972417437118,296,57.31660294532776
paper,100,1500000.0,7,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2652540.333814596,0,2293190.2731230245,359350.0606915715,0,15,0.8321712477500228,16,5.218509503934779,8.342012111729444,7331.690553245741,2386.4825753059104,3.072174349442267,2.00923579918189,305.56706950509243,0.0,0.0,0.0,1.1722765231671501,6.483790523690773,0.7513227513227513,1259.2436038779026,401,63.1089072227478
paper,100,1500000.0,4,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,678444.813019771,0,461670.91782898386,216773.89519078718,0,0,0.0,0,4.788543228013972,17.84987058194796,8019.937817272908,1113.8607207608775,7.20012625258434,2.011842741277432,307.1477199227486,0.0,0.005649717514124294,0.0,2.0310014327079435,16.127819548872182,0.8112543962485346,1544.5947006457875,133,46.49014711380005
paper,100,1500000.0,5,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,784713.1738179653,0,612669.360596314,172043.81322165142,0,1,0.26163414073388286,1,4.788543228013972,16.30302414342411,8019.937817272908,1220.697810896425,6.569961661013737,2.009942594805013,305.9952134404449,0.0,0.007272727272727273,0.0,1.6311944047651465,11.77560975609756,0.8347010550996483,1353.7289330013725,205,54.13640880584717
paper,100,1500000.0,8,7,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4667497.046777047,0,4078810.586324194,588686.4604528532,0,29,0.9297263870390733,39,5.218509503934779,7.975012606414965,7331.690553245741,2498.1418101385675,2.9348576303757015,2.007758739861364,304.67330333008937,0.0,0.0,0.0,1.0188584951549982,4.855787476280835,0.6631130063965884,1282.027954871232,527,70.04395008087158
paper,100,1500000.0,3,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,995449.4313499386,0,627316.7731024751,368132.6582474634,0,0,0.0,0,4.740333835912077,9.770560925250878,8104.8909320055,2030.9144321146684,3.9907594351803226,2.0158066258382585,309.5589303290723,0.0,0.009900990099009901,0.0,2.703136251342686,19.905405405405407,0.7287946428571429,2223.351334592269,74,32.00736594200134
paper,100,1500000.0,6,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1578713.43437137,0,1360496.3862690227,218217.04810234718,0,6,0.6880939011940479,6,4.788543228013972,12.942136601196799,8019.937817272908,1538.636204981152,5.212367804234238,2.0087138060736556,305.2510627690801,0.0,0.002531645569620253,0.002531645569620253,1.3614460116671379,8.763513513513514,0.8176470588235294,1263.3795529084796,296,59.671706438064575
paper,100,1500000.0,4,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,818560.3670092218,0,523854.67278979,294705.6942194318,0,0,0.0,0,4.740333835912077,8.744380901022888,8104.8909320055,2272.2952760473886,3.566829987915916,2.0131037540045984,307.913764913463,0.0,0.0,0.0,2.0346128360903752,13.8796992481203,0.7603583426651735,1801.6343428903695,133,39.73595452308655
paper,100,1500000.0,2,10,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1648783.2224683117,0,937469.8337011357,711313.388767176,0,0,0.0,0,5.240538724622278,11.395295533818018,7299.469724120093,1735.9459089530328,4.204894683914707,2.0220794225745604,313.3939038151041,0.0,0.06521739130434782,0.0,3.9846100615104763,31.294117647058822,0.6305732484076433,3117.8082092963314,34,25.76269292831421
paper,100,1500000.0,5,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,916737.9533460048,0,591677.6562193192,325060.2971266856,0,1,0.04634446237192969,1,4.740333835912077,6.726560846581345,8104.8909320055,2954.3283736519284,2.7433954208640716,2.0128348853094558,307.7503514699454,0.0,0.0036496350364963502,0.0,1.6357460753593178,8.82843137254902,0.7516778523489933,1809.6272615311996,204,42.672280073165894
paper,100,1500000.0,6,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,2120924.439882187,0,1704293.7606323892,416630.67924979806,0,12,0.6517058632534295,16,4.740333835912077,6.094621371051947,8104.8909320055,3262.386162750515,2.484344442281558,2.011767994999296,307.1023427114687,0.0,0.007614213197969543,0.0,1.363476130925733,5.9727891156462585,0.7086614173228346,1869.6982904137953,294,45.33084487915039
paper,100,1500000.0,7,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,3009715.6535747484,0,2740384.4126845254,269331.2408902231,0,17,0.895516743090661,18,4.788543228013972,12.285605740349785,8019.937817272908,1622.1087252735106,4.944143196024442,2.007166762878798,304.3154664743271,0.0,0.00186219739292365,0.0,1.169317617211979,7.719602977667494,0.8224852071005917,1055.7868975633853,403,73.60116744041443
paper,100,1500000.0,3,10,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,985085.5617962981,0,631615.5309403499,353470.03085594816,0,0,0.0,0,5.240538724622278,10.461250407498445,7299.469724120093,1896.5830680086337,3.8487477017204204,2.01606497412459,309.7164094928409,0.0,0.019801980198019802,0.0,2.7006022911310263,21.013513513513512,0.7264864864864865,2111.3991453483904,74,36.31499743461609
paper,100,1500000.0,7,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4558412.162232003,0,3926075.8405381828,632336.3216938204,0,28,0.9214956991091912,30,4.740333835912077,6.4339199639895215,8104.8909320055,3094.772820545574,2.6188968955002965,2.0088872535157414,305.3560470919607,0.0,0.0,0.0,1.165020828382014,5.24009900990099,0.6393629124004551,1554.6268089606303,404,56.93498969078064
paper,100,1500000.0,2,11,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,1540333.5899155268,0,880954.4310300366,659379.1588854901,0,0,0.0,0,4.559053205441548,22.947748769530136,8440.41818863996,862.0154204373068,9.791493270918602,2.0221104325063557,313.41292087149895,0.0,0.06521739130434782,0.0,3.9894550444149326,29.823529411764707,0.6136363636363636,3277.838607865583,34,24.045296669006348
paper,100,1500000.0,8,8,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,4559486.364987291,0,4075593.3848752785,483892.9801120129,0,27,0.9461679031429653,30,4.788543228013972,13.487947400020044,8019.937817272908,1478.8139015997149,5.423223171351918,2.0053981187042194,303.2476131281949,0.0,0.0,0.0,1.01341099073798,6.988679245283019,0.75,886.4744343703842,530,88.06107664108276
paper,100,1500000.0,4,10,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,725602.3168589443,0,498549.6839778832,227052.63288106103,0,0,0.0,0,5.240538724622278,9.8639792437872,7299.469724120093,2014.5075155817299,3.623451224510435,2.012977634587293,307.83710645222044,0.0,0.01694915254237288,0.0,2.0352767165286183,15.424242424242424,0.7601279317697228,1631.7430535201054,132,45.29189586639404
paper,100,1500000.0,8,9,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,7630104.399147153,0,6533450.816668354,1096653.5824787996,0,45,0.9769755909303869,52,4.740333835912077,6.638867001761898,8104.8909320055,3002.123875186585,2.6997190219213634,2.006953982137367,304.1868966426903,0.0,0.0,0.0,1.0112701508452948,4.180451127819549,0.5201793721973094,1473.9190279072625,532,65.34247374534607
paper,100,1500000.0,5,10,exclude,launch,0,0.0,prior,0.0,sa,12600.0,43200,644291.3944749867,0,455217.61156702397,189073.78290796283,0,0,0.0,0,5.240538724622278,8.745970593834468,7299.469724120093,2273.4681815743147,3.210719984242493,2.0116994543908606,307.06073580442944,0.0,0.0036363636363636364,0.0,1.6335598453340603,11.346341463414634,0.8170865279299014,1408.339003730985,205,49.818981647491455
